Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1007,Corporate Services,Fees,03/12/2024,1908627176,CDER GROUP LIMITED,"£54,555.10"
Manchester City Council,1007,Corporate Services,Agency staff provision,11/12/2024,5105965489,Hays Personnel,"£54,510.45"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,16/12/2024,5105965652,Cresta Car Hire,"£54,366.00"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,16/12/2024,5105966308,M\cr Heat Network Supply Co Ltd,"£53,969.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,09/12/2024,5105964730,Pictor Academy,"£53,949.00"
Manchester City Council,1000,Manchester Leisure,Rents,18/12/2024,5105966847,Amco Management,"£53,684.11"
Manchester City Council,1007,Corporate Services,Preventative Maintenance Work,16/12/2024,5105964803,EQUANS Services Limited,"£53,601.71"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679351,Brookvale,"£53,555.84"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679770,Homesend Ltd,"£53,447.28"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,06/12/2024,5105964604,CW Travel,"£53,205.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,02/01/2025,5105968130,Riverside ECHG,"£53,155.90"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,04/12/2024,5105964028,Riverside ECHG,"£53,155.90"
Manchester City Council,1005,Adult Social Care,Third party payments relating to Voluntary Organisations,23/12/2024,5105966192,Wigan Metropolitan Borough Council,"£52,875.00"
Manchester City Council,1007,Corporate Services,Fees,03/12/2024,1908637293,Jacobs Enforcement Ltd,"£52,691.81"
Manchester City Council,1012,Regeneration Finance,Supporting People Payments,17/12/2024,5105966711,Migrant Support,"£52,493.00"
Manchester City Council,1006,Childrens Services,Works and associated costs for Land and Buildings,09/12/2024,5105963934,Schofield and Sons Limited,"£51,737.25"
Manchester City Council,1007,Corporate Services,PPM Consequential FM,19/12/2024,5105964846,EQUANS Services Limited,"£51,615.85"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679553,Lightbowne Hall,"£51,607.88"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,12/12/2024,5105965600,NHS GREATER MANCHESTER ICB,"£51,466.57"
Manchester City Council,1005,Adult Social Care,Payments for services,09/12/2024,5105964072,Tameside Metropolitan Bouough,"£51,459.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,23/12/2024,5105967932,Cresta Car Hire,"£51,394.55"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,16/12/2024,5105966309,M\cr Heat Network Supply Co Ltd,"£51,288.00"
Manchester City Council,1007,Corporate Services,Landline Telephone,17/12/2024,5105966406,8x8 UK Ltd,"£51,076.67"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,18/12/2024,5105966072,Riverside ECHG,"£50,624.00"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673729,Premier Care  Ltd,"£50,210.16"
Manchester City Council,1012,Regeneration Finance,External repairs and maintenance for buildings,17/12/2024,5105966650,DT Electrical UK Ltd,"£50,177.05"
Manchester City Council,1007,Corporate Services,Rents,23/12/2024,5105967436,MaNOC Limited,"£50,020.00"
Manchester City Council,1007,Corporate Services,Rents,20/12/2024,5105967435,MaNOC Limited,"£50,020.00"
Manchester City Council,1007,Corporate Services,Rents,20/12/2024,5105967434,MaNOC Limited,"£50,020.00"
Manchester City Council,1007,Corporate Services,Rents,20/12/2024,5105967433,MaNOC Limited,"£50,020.00"
Manchester City Council,1007,Corporate Services,Rents,20/12/2024,5105967418,MaNOC Limited,"£50,020.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,20/12/2024,5105967770,Migrant Support,"£50,000.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,09/12/2024,5105964772,Breaking Barriers,"£50,000.00"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,08/01/2025,5105964728,F Parkinson Limited,"£49,827.47"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,11/12/2024,5105963940,Revolving Doors Housing Trust,"£49,824.75"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Hire Costs,30/12/2024,5105968221,Manchester Van Hire Ltd,"£49,799.94"
Manchester City Council,1003,Environment and Operations,Construction Works,20/12/2024,5105967467,Rosgal Ltd,"£49,503.69"
Manchester City Council,1003,Environment and Operations,Construction Works,23/12/2024,5105965865,J.Hopkins (Contractors) Ltd.,"£49,462.33"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682853,iCare Solutions Manchester Limit,"£48,655.95"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,24/12/2024,5105968140,R Development Ltd,"£48,403.11"
Manchester City Council,1005,Adult Social Care,Temp Care - Nursing,20/12/2024,1908679312,Averill House,"£47,475.60"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Hire Costs,30/12/2024,5105968220,Manchester Van Hire Ltd,"£47,342.40"
Manchester City Council,1010,Housing Revenue Account,External repairs and maintenance for buildings,06/12/2024,5105964658,SHOUT TMO,"£47,287.20"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,10/12/2024,5105964916,Ove Arup & Partners Ltd,"£47,190.00"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673724,Meridian Health and Social Care Ltd,"£47,112.20"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,20/12/2024,5105965755,Warden Construction Ltd,"£46,786.54"
Manchester City Council,1007,Corporate Services,Preventative Maintenance Work,16/12/2024,5105964801,EQUANS Services Limited,"£46,769.31"
Manchester City Council,1003,Environment and Operations,Construction Works,23/12/2024,5105966000,J.Hopkins (Contractors) Ltd.,"£46,716.28"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679691,Silverdene Residential Home Ltd,"£46,700.28"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679618,Oak Bank Care Home,"£46,220.40"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679262,Moor Care (Registered) Ltd,"£46,209.24"
Manchester City Council,1011,Chief Executives,Postage,13/12/2024,5105964843,Royal Mail Group Plc,"£45,822.60"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666808,Meridian Health and Social Care Ltd,"£45,358.24"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,12/12/2024,5105965719,MCR Blackcab Ltd,"£45,278.85"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,18/12/2024,5105966105,Riverside ECHG,"£45,250.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,02/01/2025,5105968120,Riverside ECHG,"£45,250.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,20/12/2024,5105967772,Wirral Change,"£45,000.00"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673762,Meridian Health and Social Care Ltd,"£44,965.06"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,20/12/2024,1908679960,Embrace Care Ltd,"£44,927.19"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,09/12/2024,1908666933,Nestlings Care Ltd,"£44,758.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,06/12/2024,1908662997,Cambian Childcare Ltd,"£44,571.43"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679667,Richmond Care,"£44,279.40"
Manchester City Council,1009,Housing General Fund,Works and associated costs for Land and Buildings,10/12/2024,5105963850,Mace Ltd,"£44,152.00"
Manchester City Council,1000,Manchester Leisure,Third party payments to Health Authority,23/12/2024,5105967560,Greenwich Leisure Limited,"£44,000.00"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673731,Meridian Health and Social Care Ltd,"£43,544.48"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,09/12/2024,5105964461,JCT Travel Ltd,"£43,040.00"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,13/12/2024,5105966103,Rothwell Plumbing Services Ltd,"£42,825.15"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679427,Claremont Care Homes,"£42,652.84"
Manchester City Council,1003,Environment and Operations,Construction Works,16/12/2024,5105964601,A.E Yates Ltd,"£42,605.44"
Manchester City Council,1012,Regeneration Finance,Rents,13/12/2024,1908670347,CBRE Ltd (Glasgow),"£42,462.50"
Manchester City Council,1012,Regeneration Finance,Electricity,12/12/2024,1908671152,Haven Power Ltd,"£42,286.34"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679770,Homesend Ltd,"£42,191.36"
Manchester City Council,1002,Hospitality + Trading Services,Rents,18/12/2024,1908670348,CBRE Ltd (Glasgow),"£41,891.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,13/12/2024,5105965904,Manchester Womens Aid,"£41,666.66"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Equipment,05/12/2024,5105964295,DP Structures Ltd,"£41,610.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679618,Oak Bank Care Home,"£41,597.24"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,18/12/2024,5105966877,Redacted Personal Information,"£41,550.00"
Manchester City Council,1005,Adult Social Care,Payments for services,10/01/2025,5105967904,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,1003,Environment and Operations,Construction Works,23/12/2024,5105966010,J.Hopkins (Contractors) Ltd.,"£41,510.08"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,12/12/2024,5105964742,Biffa Municipal Limited,"£41,500.85"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,12/12/2024,5105964741,Biffa Municipal Limited,"£41,500.85"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679769,Wellington Lodge Rest Home,"£41,268.56"
Manchester City Council,1007,Corporate Services,ICT Sup & Maintnance,23/12/2024,5105965660,ANS Group Ltd,"£41,250.00"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658325,Fortress Care Limited,"£41,201.76"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682862,Fortress Care Limited,"£41,201.76"
Manchester City Council,1004,Childrens & Education Services,Gas,11/12/2024,5105965400,Manchester School Services Limited,"£40,958.55"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,06/12/2024,1908662939,Choices Home for Children Ltd,"£40,714.43"
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908671064,Haven Power Ltd,"£40,663.74"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673726,Homecare Support,"£40,572.00"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673727,Homecare Support,"£40,572.00"
Manchester City Council,1005,Adult Social Care,Extra Care Sheltd HP,16/12/2024,1908673730,Premier Care  Ltd,"£40,554.36"
Manchester City Council,1000,Manchester Leisure,Contract Cleaning External,10/01/2025,5105964743,Biffa Municipal Limited,"£40,409.96"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679673,Springcare (Wythenshaw) LTD,"£40,322.04"
Manchester City Council,1007,Corporate Services,Vehicle Plant Furniture and Equipment,19/12/2024,5105967463,H Jenkinson & Co Ltd.,"£40,293.59"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,18/12/2024,5105966859,"Jackson, Jackson & Sons Ltd","£40,181.48"
Manchester City Council,1012,Regeneration Finance,Electricity,12/12/2024,1908671061,M\cr Heat Network Supply Co Ltd,"£40,145.59"
Manchester City Council,1007,Corporate Services,Agency staff provision,02/01/2025,5105966439,Cadence Resourcing Ltd,"£40,123.28"
Manchester City Council,1000,Manchester Leisure,Professional fees,19/12/2024,5105966900,Redacted Personal Information,"£39,965.88"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679468,Gorton Parks Res.& Nursing Home,"£39,876.80"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,09/12/2024,1908666852,BeKind Ltd,"£39,857.14"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,18/12/2024,5105966790,Faithful & Gould Ltd,"£39,750.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679696,Standwalk Ltd,"£39,679.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679267,Standwalk Ltd,"£39,528.20"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679532,Redacted Personal Information,"£39,495.36"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,09/12/2024,1908666934,Nestlings Care Ltd,"£39,492.85"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,09/12/2024,1908666991,Nestlings Care Ltd,"£39,492.85"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,12/12/2024,5105965946,Street Cars,"£39,346.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679274,Acacia Lodge Care Home,"£38,996.00"
Manchester City Council,1007,Corporate Services,Professional Fees,02/01/2025,5105966821,Eric Wright Civil Engineering Limit,"£38,500.00"
