Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Childrens & Education Services,Payments for services,24/10/2024,5105956561,Expanse Learning,"£32,327.34"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616220,Gorton Parks Res.& Nursing Home,"£32,314.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596767,Be Caring Manchester,"£32,260.87"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,18/10/2024,5105955307,Central Mcr Uni Hospital t/a,"£32,250.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596211,Halliwell Homes (Midlands) Ltd,"£32,209.26"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,31/10/2024,5105957708,JCT Travel Ltd,"£32,158.80"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954698,Aim Habonim,"£32,155.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616164,Care Success Services Ltd,"£32,073.56"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1908601671,Haven Power Ltd,"£32,012.07"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31/10/2024,5105956056,Greater Manchester Mental Health,"£31,914.00"
Manchester City Council,Adult Social Care,Home Care ,10/10/2024,1908600970,Be Caring Manchester,"£31,911.42"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,16/10/2024,1908607652,Redacted Personal Information,"£31,763.76"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02/10/2024,5105952702,P Casey & Co Ltd,"£31,677.72"
Manchester City Council,Not assigned,M/c Credit Union,14/10/2024,1908603474,Manchester Credit Union,"£31,610.79"
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,10/10/2024,5105954027,Rexel UK Ltd,"£31,604.43"
Manchester City Council,Childrens & Education Services,Catering,02/10/2024,5105952551,Dalkia Operations Limited,"£31,572.80"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616339,Clifton House,"£31,444.88"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603014,The Together Trust,"£31,285.80"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616421,Royal Elms Rest Home,"£31,283.39"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,16/10/2024,5105955192,Connect AP Ltd,"£31,050.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17/10/2024,1908606108,Daikin Airconditioning UK Ltd,"£31,022.83"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615990,Allendale,"£30,998.36"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596705,Westwood Homecare (Northwest) Lt,"£30,912.00"
Manchester City Council,Corporate Services,Professional Fees,31/10/2024,5105957538,Pick Everard,"£30,898.55"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596303,Halliwells Homes Ltd,"£30,698.05"
Manchester City Council,Corporate Services,Grant and subscriptions awarded,24/10/2024,5105956557,MetaCompliance,"£30,536.75"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599452,Creative Support Ltd,"£30,480.48"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596357,Resilience Residential Services,"£30,428.70"
Manchester City Council,Adult Social Care,RNH Permanent Pays,01/10/2024,1908590332,Brocklehurst Nursing Home,"£30,399.91"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,30/10/2024,1908603044,Keys Group Progressive Care,"£30,389.79"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954208,Ove Arup & Partners Ltd,"£30,365.19"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616377,St Marys Nursing Home,"£30,310.76"
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31/10/2024,5105957572,Skills Recruitment Limited,"£30,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954253,Ramboll UK Limited,"£30,000.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605470,Kids Unlimited,"£29,927.08"
Manchester City Council,Housing General Fund,Building Works,15/10/2024,1908606055,UPS Building & Maintenance Ltd,"£29,841.79"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02/10/2024,5105952524,Abbey School Limited,"£29,785.33"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02/10/2024,5105952518,Abbey School Limited,"£29,785.33"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616220,Gorton Parks Res.& Nursing Home,"£29,778.40"
Manchester City Council,Manchester Leisure,Professional Fees,16/10/2024,5105955178,Fieldway Supplies Ltd,"£29,656.06"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,01/10/2024,5105952403,The Movez Movement,"£29,451.75"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,25/10/2024,5105956834,The Movez Movement,"£29,451.75"
Manchester City Council,Insurance Fund,Insurance,14/10/2024,5105954526,Verlingue Limited,"£29,308.16"
Manchester City Council,Childrens & Education Services,Home Care ,09/10/2024,5105953946,Improving Young Lives Ltd,"£29,261.70"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602892,Partners in Care Ltd,"£29,228.57"
Manchester City Council,Corporate Services,Preventative Maintenance Work,21/10/2024,5105954430,EQUANS Services Limited,"£29,106.06"
Manchester City Council,Adult Social Care,RNH Permanent Pays,01/10/2024,1908590347,St Marys Nursing Home,"£29,053.62"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17/10/2024,5105952773,Biffa Municipal Limited,"£29,032.83"
Manchester City Council,Childrens & Education Services,Professional fees,30/10/2024,5105957394,One Education Ltd,"£29,000.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596386,Family Care Associates Ltd,"£28,978.50"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610687,New Horizons (Stockport) Ltd,"£28,959.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,30/10/2024,1908599418,Keys Group Progressive Care,"£28,942.66"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616153,Redacted Personal Information,"£28,932.24"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610823,Halliwells Homes Ltd,"£28,913.18"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610824,Halliwells Homes Ltd,"£28,913.18"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596301,Halliwells Homes Ltd,"£28,913.18"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610822,Halliwells Homes Ltd,"£28,913.18"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596212,Halliwell Homes (Midlands) Ltd,"£28,913.10"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596405,Paramount Children's Services,"£28,907.14"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611845,Meridian Health and Social Care Ltd,"£28,633.24"
Manchester City Council,Adult Social Care,Supported Accommodation,23/10/2024,5105956429,Mosscare Housing Ltd,"£28,604.32"
Manchester City Council,Adult Social Care,Supported Accommodation,17/10/2024,5105955406,Mosscare Housing Ltd,"£28,604.32"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,15/10/2024,5105954936,Wythenshawe Community Housing Group,"£28,600.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30/10/2024,5105954938,Wythenshawe Community Housing Group,"£28,600.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596302,Halliwells Homes Ltd,"£28,503.77"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596304,Halliwells Homes Ltd,"£28,503.68"
Manchester City Council,Adult Social Care,Temp Care - Nursing,25/10/2024,1908616083,Brookdale View,"£28,485.36"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602921,Social Care Services Ltd,"£28,433.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615984,HC-One Limited,"£28,386.27"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605837,Redacted Personal Information,"£28,374.84"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,14/10/2024,5105954667,Royton Minibuses Ltd,"£28,356.86"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17/10/2024,5105955213,Manchester Youth Zone,"£28,167.00"
Manchester City Council,Manchester Leisure,Rents,11/10/2024,5105954373,United Property Management Ltd,"£28,130.58"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,31/10/2024,1908603046,GS Social Care Solutions Ltd,"£28,114.20"
Manchester City Council,Adult Social Care,Personal needs of client,31/10/2024,5105957529,Drive Devilbiss Sidhil Ltd,"£28,000.00"
Manchester City Council,Adult Social Care,Personal needs of client,10/10/2024,5105952344,Drive Devilbiss Sidhil Ltd,"£28,000.00"
Manchester City Council,Childrens & Education Services,Professional fees,29/10/2024,5105954868,Central Mcr Uni Hospital t/a,"£27,980.33"
Manchester City Council,Childrens & Education Services,Professional fees,03/10/2024,5105953027,Central Mcr Uni Hospital t/a,"£27,980.33"
Manchester City Council,Childrens & Education Services,Professional fees,30/10/2024,5105957341,The National House Project,"£27,950.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615907,Phoenix Adolescent Care Ltd,"£27,857.10"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603013,The Together Trust,"£27,857.10"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616135,Chataway Nursing Home,"£27,818.76"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616052,Beckdale House,"£27,784.44"
Manchester City Council,Environment and Operations,CAMC/Not assigned,09/10/2024,5105953725,Canal & River Trust,"£27,762.88"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615943,Nestlings Care Ltd,"£27,644.99"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616011,David Lewis Organisation,"£27,541.36"
Manchester City Council,Childrens & Education Services,Payments for services,18/10/2024,5105955353,HM Prison and Probation Service,"£27,497.00"
Manchester City Council,Childrens & Education Services,Payments for services,24/10/2024,5105956484,HM Prison and Probation Service,"£27,497.00"
Manchester City Council,Childrens & Education Services,Payments for services,03/10/2024,5105952655,HM Prison and Probation Service,"£27,497.00"
Manchester City Council,Childrens & Education Services,Payments for services,02/10/2024,5105952652,HM Prison and Probation Service,"£27,497.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616016,Averill House,"£27,169.67"
Manchester City Council,Highways Services,Subsistence and Conference Expenses,21/10/2024,5105954778,Bike Right,"£27,158.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590338,Heathside Retirement Home,"£27,040.59"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596400,Proactive Care Manchester Ltd,"£27,000.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611842,Premier Care  Ltd,"£26,944.28"
Manchester City Council,Hospitality + Trading Services,Agency staff provision,23/10/2024,1908612758,Medievent Uk Ltd,"£26,783.16"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953676,EQUANS Regeneration Limited,"£26,741.78"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105954881,EQUANS Regeneration Limited,"£26,741.78"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04/10/2024,5105953179,Riverside ECHG,"£26,719.25"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616135,Chataway Nursing Home,"£26,719.12"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,23/10/2024,5105956248,Saheli,"£26,627.75"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605551,Kids Planet,"£26,356.67"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14/10/2024,1908604586,Auction House North West Commercial,"£26,356.00"
Manchester City Council,Not assigned,Refund AR overpaids,31/10/2024,1908622931,Walker Morriss LLP,"£26,280.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596300,Halliwells Homes Ltd,"£26,258.30"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602858,Choices Home 4 Children Ltd,"£26,130.90"
Manchester City Council,Corporate Services,Rents,04/10/2024,1908595613,Tesco (Rent Only),"£26,003.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616297,Enabling Futures Ltd,"£25,914.08"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,04/10/2024,5105953079,Sanctuary Housing Association,"£25,881.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603017,The Together Trust,"£25,821.30"
Manchester City Council,Manchester Leisure,Refuse Collection,31/10/2024,5105956357,Biffa Municipal Limited,"£25,749.00"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,17/10/2024,5105955241,Jacobs UK Ltd,"£25,724.95"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596404,Paramount Children's Services,"£25,692.86"
Manchester City Council,Childrens & Education Services,Home Care ,09/10/2024,5105953946,Improving Young Lives Ltd,"£25,638.30"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616179,Claremont Care Homes,"£25,616.32"
Manchester City Council,Environment and Operations,Construction Works,21/10/2024,5105954137,J.Hopkins (Contractors) Ltd.,"£25,612.53"
Manchester City Council,Chief Executives,Advertising,02/10/2024,5105952700,Reach Publishing Services Ltd,"£25,594.66"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599447,Creative Support Ltd,"£25,526.64"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599448,Creative Support Ltd,"£25,526.64"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599467,Creative Support Ltd,"£25,511.36"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610844,New Moon Residential,"£25,500.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596314,Cambian Childcare Ltd,"£25,500.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596315,Cambian Childcare Ltd,"£25,500.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596356,Resilience Residential Services,"£25,500.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602834,Meadows Care Ltd,"£25,499.10"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616302,Moston Grange,"£25,447.64"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599490,Standwalk Ltd,"£25,433.80"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16/10/2024,5105955107,M13 Youth Project,"£25,429.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16/10/2024,5105955109,M13 Youth Project,"£25,428.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,25/10/2024,5105956691,Manchester Womens Aid,"£25,421.41"
Manchester City Council,Regeneration Finance,Supporting People Payments,11/10/2024,5105954176,Migrant Support,"£25,280.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,25/10/2024,1908615913,New Horizons (Stockport) Ltd,"£25,242.90"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616319,Oakland House,"£25,205.20"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616319,Oakland House,"£25,182.60"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611844,Premier Care  Ltd,"£25,105.08"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599493,Standwalk Ltd,"£25,011.84"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599497,Standwalk Ltd,"£25,011.84"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599491,Standwalk Ltd,"£25,011.84"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,14/10/2024,5105953206,Manchester Refugee Support Network,"£25,000.00"
Manchester City Council,Regeneration Finance,I T Provision,11/10/2024,5105954484,Tribal Education,"£24,980.16"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954236,Ove Arup & Partners Ltd,"£24,967.50"
Manchester City Council,Adult Social Care,Home Care ,10/10/2024,1908600975,Meridian Health and Social Care Ltd,"£24,934.71"
Manchester City Council,Childrens & Education Services,Professional fees,18/10/2024,1908589340,This is Focus Limited,"£24,885.00"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616055,Beechill Nursing Home,"£24,878.36"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603047,Life Change Care Ltd,"£24,857.10"
Manchester City Council,Regeneration Finance,Electricity,10/10/2024,1908601698,Haven Power Ltd,"£24,672.23"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616064,Accomplish,"£24,623.56"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590331,Accomplish,"£24,623.56"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,21/10/2024,5105955999,M&D Residential Ltd,"£24,533.30"
Manchester City Council,Environment and Operations,Construction Works,24/10/2024,5105956520,Rosgal Ltd,"£24,461.96"
Manchester City Council,Environment and Operations,Construction Works,25/10/2024,5105956891,Rosgal Ltd,"£24,453.85"
Manchester City Council,Environment and Operations,Construction Works,25/10/2024,5105956923,Rosgal Ltd,"£24,430.42"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599471,Mediline Supported Living,"£24,427.36"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599485,Mediline Supported Living,"£24,413.60"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22/10/2024,5105956120,EQUANS Regeneration Limited,"£24,405.48"
Manchester City Council,Adult Social Care,Temp Care- Resident,01/10/2024,1908590350,The Broughtons,"£24,285.71"
Manchester City Council,Manchester Leisure,Rents,16/10/2024,5105955206,M&D Residential Ltd,"£24,262.45"
Manchester City Council,Highways Services,Professional Fees,25/10/2024,5105952313,Wilde Consultants Ltd,"£24,153.02"
Manchester City Council,Adult Social Care,Home Care ,18/10/2024,1908611060,Meridian Health and Social Care Ltd,"£24,043.08"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,16/10/2024,5105955039,M&D Residential Ltd,"£24,011.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602837,Onextra Care Ltd,"£24,000.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596313,Cambian Childcare Ltd,"£24,000.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596401,Proactive Care Manchester Ltd,"£24,000.00"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908589850,The Crescent,"£23,962.16"
Manchester City Council,Adult Social Care,Supported Accommodation,28/10/2024,1908617140,The Crescent,"£23,962.16"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,16/10/2024,5105955148,M&D Residential Ltd,"£23,962.00"
Manchester City Council,Childrens & Education Services,Payments for services,18/10/2024,5105955356,HM Prison and Probation Service,"£23,949.00"
Manchester City Council,Adult Social Care,Supported Accommodation,28/10/2024,1908617141,The Crescent,"£23,860.24"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908589851,The Crescent,"£23,860.24"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599480,Mediline Supported Living,"£23,827.04"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,09/10/2024,5105953877,M&D Residential Ltd,"£23,720.00"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908590020,Turning Point,"£23,590.56"
Manchester City Council,Adult Social Care,Supported Accommodation,14/10/2024,1908604469,LAM SERVICES LIMITED,"£23,580.04"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596350,Culina Roc Ltd,"£23,571.42"
Manchester City Council,Manchester Leisure,Rents,16/10/2024,5105955181,M&D Residential Ltd,"£23,478.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616437,Wellfield House Rest Home,"£23,400.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615976,Abbotsford Nursing Home,"£23,332.24"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953346,High Peak School Limited,"£23,322.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953344,High Peak School Limited,"£23,322.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953345,High Peak School Limited,"£23,322.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953347,High Peak School Limited,"£23,322.00"
Manchester City Council,Environment and Operations,Construction Works,29/10/2024,5105957328,Rosgal Ltd,"£23,274.18"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599475,Mediline Supported Living,"£23,249.00"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599473,Mediline Supported Living,"£23,237.88"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15/10/2024,5105954884,W.H. Morris & Co,"£23,184.73"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602830,The Birtenshaw Group,"£23,165.99"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602831,The Birtenshaw Group,"£23,165.99"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599469,Creative Support Ltd,"£23,113.88"
Manchester City Council,Childrens & Education Services,General Payments not otherwise categorised,09/10/2024,5105953724,Stockport Metropolitan Borough,"£23,089.64"
Manchester City Council,Corporate Services,Water - Metered,24/10/2024,1908615123,Anglian Water Business (National),"£23,071.85"
Manchester City Council,Adult Social Care,Supported Accommodation,31/10/2024,1908622460,SLC Paragon,"£23,066.92"
Manchester City Council,Adult Social Care,Supported Accommodation,17/10/2024,1908609473,SLC Paragon,"£23,066.92"
Manchester City Council,Adult Social Care,RNH Permanent Pays,16/10/2024,1908608969,St Marys Nursing Home,"£22,997.39"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616342,Remake Care Ltd,"£22,921.52"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599499,Turning Point (Services) Limited,"£22,854.72"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616343,Richmond Care,"£22,816.12"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,18/10/2024,1908610685,Meadows Care Ltd,"£22,785.18"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,07/10/2024,5105953529,Northenden Group Practice,"£22,725.00"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,31/10/2024,5105956651,Atkins Limited,"£22,703.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602867,Progressive Care Ltd,"£22,692.86"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957601,Beechkeys Limited,"£22,661.34"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,14/10/2024,5105954599,Beechkeys Limited,"£22,661.34"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596213,Brinscall Care Limited,"£22,607.14"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908589682,Achieve Together Limited,"£22,601.68"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,28/10/2024,5105953373,F Parkinson Limited,"£22,587.72"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599461,Creative Support Ltd,"£22,573.44"
Manchester City Council,Adult Social Care,Supported Accommodation,21/10/2024,1908611495,Achieve Together Limited,"£22,544.28"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596351,Culina Roc Ltd,"£22,500.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605936,Monkey Puzzle Day Nursery,"£22,479.86"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596209,The Birtenshaw Group,"£22,418.70"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09/10/2024,5105953817,Mill School,"£22,356.67"
Manchester City Council,Corporate Services,CRB Fees,04/10/2024,5105953210,Disclosure & Barring Service,"£22,306.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596311,Cambian Childcare Ltd,"£22,285.71"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22/10/2024,5105956111,EQUANS Regeneration Limited,"£22,252.08"
Manchester City Council,Environment and Operations,Construction Works,28/10/2024,5105956966,J.Hopkins (Contractors) Ltd.,"£22,092.89"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616016,Averill House,"£22,054.28"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602835,Meadows Care Ltd,"£22,050.17"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602836,Meadows Care Ltd,"£22,050.17"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616059,Making Space t/a Beyer Lodge,"£22,045.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,01/10/2024,1908590330,Making Space t/a Beyer Lodge,"£22,045.00"
Manchester City Council,Childrens & Education Services,Personal needs of client,09/10/2024,5105953848,Staff Resources Ltd,"£22,006.50"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02/10/2024,5105952349,Supporting People In Need,"£22,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11/10/2024,5105952347,Supporting People In Need,"£22,000.00"
Manchester City Council,Childrens & Education Services,Payments for services,15/10/2024,5105954973,Lincolnshire County Council,"£21,949.00"
Manchester City Council,Hospitality + Trading Services,Electricity,10/10/2024,1908601603,Haven Power Ltd,"£21,874.80"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,18/10/2024,5105955415,R Development Ltd,"£21,797.73"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599458,Creative Support Ltd,"£21,711.60"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954293,High Peak School Limited,"£21,694.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954296,High Peak School Limited,"£21,694.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954297,High Peak School Limited,"£21,694.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954298,High Peak School Limited,"£21,694.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954299,High Peak School Limited,"£21,694.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04/10/2024,5105953343,High Peak School Limited,"£21,694.67"
