Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,13/02/2025,5105974180,Kier Construction North and,"£60,565.09"
Manchester City Council,1000,Manchester Leisure,Charges for Services,12/02/2025,1908728668,Halifax,"£60,308.59"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,06/02/2025,5105973798,Divrse Ltd,"£60,192.64"
Manchester City Council,1005,Adult Social Care,Equipment,17/02/2025,5105974266,Accenda Ltd,"£60,000.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,28/02/2025,5105974619,Divrse Ltd,"£59,879.68"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,19/02/2025,5105976194,NHS GREATER MANCHESTER ICB,"£59,521.80"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105977370,Rosgal Ltd,"£59,020.80"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,28/02/2025,5105976366,Mace Ltd,"£58,838.38"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,20/02/2025,5105976973,Mantax Radio Taxis Ltd,"£58,333.34"
Manchester City Council,1003,Environment and Operations,Construction Works,20/02/2025,5105976513,J.Hopkins (Contractors) Ltd.,"£58,308.77"
Manchester City Council,1000,Manchester Leisure,I T Provision,27/02/2025,5105977775,TELEFÓNICA TECH NI LTD,"£58,058.95"
Manchester City Council,1002,Hospitality + Trading Services,Electricity,27/02/2025,1908744643,Haven Power Ltd,"£57,537.03"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,27/02/2025,5105977921,Pinc College NW,"£56,616.48"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,27/02/2025,5105977907,Pinc College NW,"£56,616.48"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,27/02/2025,5105977924,Pinc College NW,"£56,616.48"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,27/02/2025,5105977922,Pinc College NW,"£56,616.48"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,19/02/2025,5105976662,Purcell Architecture Limited,"£56,404.00"
Manchester City Council,1000,Manchester Leisure,Responsive Repairs Work,28/02/2025,5105978114,EQUANS Regeneration Limited,"£56,093.51"
Manchester City Council,1000,Manchester Leisure,Rents,24/02/2025,5105977255,Grolar Developments SPV8 Ltd,"£56,000.00"
Manchester City Council,1011,Chief Executives,Postage,13/02/2025,5105974070,Royal Mail Group Plc,"£55,944.93"
Manchester City Council,1000,Manchester Leisure,Responsive Repairs Work,26/02/2025,5105977670,EQUANS Regeneration Limited,"£55,237.15"
Manchester City Council,1000,Manchester Leisure,Professional Fees,24/02/2025,5105976196,Redacted Personal Information,"£55,025.45"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,14/02/2025,5105975656,First Steps Together Ltd,"£55,000.00"
Manchester City Council,1004,Childrens & Education Services,Home Care ,28/02/2025,1908746040,Randstad Solutions Ltd,"£54,044.50"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976926,J.Hopkins (Contractors) Ltd.,"£53,954.78"
Manchester City Council,1000,Manchester Leisure,Tipping - Skips,28/02/2025,5105977883,Redgate Holdings Ltd,"£53,901.56"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,10/02/2025,5105974991,Apex Specialist Education,"£53,469.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,19/02/2025,5105976670,Riverside ECHG,"£53,155.90"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,24/02/2025,5105976450,Warden Construction Ltd,"£53,001.57"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,17/02/2025,5105974767,Biffa Municipal Limited,"£52,909.18"
Manchester City Council,1007,Corporate Services,Landline Telephone,11/02/2025,5105975059,8x8 UK Ltd,"£52,829.52"
Manchester City Council,1000,Manchester Leisure,Rents,14/02/2025,5105976226,Amco Management,"£52,635.45"
Manchester City Council,1007,Corporate Services,Agency staff provision,20/02/2025,5105977013,Hays Personnel,"£51,233.24"
Manchester City Council,1011,Chief Executives,Professional Fees,24/02/2025,5105977286,Transport for Greater Manchester,"£51,143.98"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105977004,J.Hopkins (Contractors) Ltd.,"£50,559.87"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,06/02/2025,5105974263,F Parkinson Limited,"£50,457.89"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,11/02/2025,5105975359,Ove Arup & Partners Ltd,"£50,316.00"
Manchester City Council,1007,Corporate Services,Equipment Operating Lease,14/02/2025,5105976412,Ricoh UK Ltd.,"£50,283.57"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,05/02/2025,5105974307,CW Travel,"£50,155.00"
Manchester City Council,1007,Corporate Services,Rents,28/02/2025,5105973878,MaNOC Limited,"£50,020.00"
Manchester City Council,1007,Corporate Services,Rents,28/02/2025,5105974972,MaNOC Limited,"£50,020.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,11/02/2025,5105973814,Revolving Doors Housing Trust,"£49,824.75"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,12/02/2025,5105975743,P Casey & Co Ltd,"£48,804.93"
Manchester City Council,1012,Regeneration Finance,Electricity,27/02/2025,1908744080,M\cr Heat Network Supply Co Ltd,"£48,047.20"
Manchester City Council,1005,Adult Social Care,Third party payments to Health Authority,28/02/2025,5105976191,NHS GREATER MANCHESTER ICB,"£47,855.11"
Manchester City Council,1007,Corporate Services,Fees,26/02/2025,1908725272,Jacobs Enforcement Ltd,"£47,800.80"
Manchester City Council,1005,Adult Social Care,Third party payments relating to Voluntary Organisations,28/02/2025,5105977771,Change Grow Live Services Ltd,"£47,312.95"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Hire Costs,26/02/2025,5105977685,Manchester Van Hire Ltd,"£47,070.40"
Manchester City Council,1003,Environment and Operations,Construction Works,27/02/2025,5105977479,Canal & River Trust,"£46,626.36"
Manchester City Council,1007,Corporate Services,I T Provision,28/02/2025,5105976589,Insight Direct (Uk) Ltd,"£46,344.00"
Manchester City Council,1007,Corporate Services,Fees,26/02/2025,1908738774,Jacobs Enforcement Ltd,"£46,237.73"
Manchester City Council,1003,Environment and Operations,Construction Works,20/02/2025,5105976519,J.Hopkins (Contractors) Ltd.,"£46,076.05"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725755,Cambian Childcare Ltd,"£46,057.14"
Manchester City Council,1004,Childrens & Education Services,Professional fees,24/02/2025,5105976916,Ahmed Iqbal Ullah Education Trust,"£46,000.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,28/02/2025,5105978051,Manchester Settlement,"£45,560.70"
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908723009,Marston Group Limited,"£45,341.72"
Manchester City Council,1000,Manchester Leisure,Works and associated costs for Land and Buildings,13/02/2025,5105974818,Seddon Construction Ltd,"£45,339.71"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,12/02/2025,5105975479,Jamieson Contracting NW Limited,"£45,217.14"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746043,Hexagon Care Services Limited,"£45,191.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£44,993.03"
Manchester City Council,1007,Corporate Services,I T Provision,21/02/2025,5105974250,Insight Direct (Uk) Ltd,"£44,443.49"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,24/02/2025,5105976450,Warden Construction Ltd,"£44,393.94"
Manchester City Council,1002,Hospitality + Trading Services,Equipment,11/02/2025,5105975386,Cater-Trailer,"£44,240.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728815,Kids Planet,"£44,158.63"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105977849,J.Hopkins (Contractors) Ltd.,"£43,740.00"
Manchester City Council,1011,Chief Executives,Professional Fees,04/02/2025,5105973914,OTB Engineering Limited,"£43,713.60"
Manchester City Council,1012,Regeneration Finance,Electricity,27/02/2025,1908744645,Haven Power Ltd,"£43,562.77"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978044,First Steps Together Ltd,"£43,307.61"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732767,Embrace Care Ltd,"£43,299.96"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,11/02/2025,5105975436,Rothwell Plumbing Services Ltd,"£42,825.15"
Manchester City Council,1000,Manchester Leisure,External repairs and maintenance for buildings,26/02/2025,5105977626,Norman Ashworth Limited,"£42,770.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,25/02/2025,5105977467,Wythenshawe Forum Trust Ltd,"£42,727.67"
Manchester City Council,1004,Childrens & Education Services,Carer Support Payments ,20/02/2025,5105976933,Amore Complex Care,"£42,663.60"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£42,573.82"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978065,Bury College,"£42,539.17"
Manchester City Council,1009,Housing General Fund,Building Works,03/02/2025,1908717775,UPS Building & Maintenance Ltd,"£42,374.60"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746032,Choices Home for Children Ltd,"£42,071.43"
Manchester City Council,1007,Corporate Services,Vehicle Plant Furniture and Equipment,24/02/2025,5105977361,H Jenkinson & Co Ltd.,"£41,824.48"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,21/02/2025,5105976787,Manchester Womens Aid,"£41,666.66"
Manchester City Council,1005,Adult Social Care,Payments for services,28/02/2025,5105976120,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,1005,Adult Social Care,Payments for services,10/02/2025,5105974418,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,17/02/2025,5105974799,Biffa Municipal Limited,"£41,500.85"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,10/02/2025,5105973974,Emanuel Whittaker Ltd,"£40,964.35"
Manchester City Council,1003,Environment and Operations,Construction Works,20/02/2025,5105976517,J.Hopkins (Contractors) Ltd.,"£40,852.41"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732757,Nestlings Care Ltd,"£40,809.28"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732788,Nestlings Care Ltd,"£40,809.28"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732756,Nestlings Care Ltd,"£40,809.28"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,07/02/2025,1908725776,Resilience Residential Services,"£40,742.68"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£40,551.41"
Manchester City Council,1012,Regeneration Finance,Subvention Payments,17/02/2025,5105974411,Manchester Creative Digital Assets,"£40,509.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,24/02/2025,5105976075,Safe Families for Children,"£40,500.00"
Manchester City Council,1007,Corporate Services,Fees,14/02/2025,1908723008,Marston Group Limited,"£40,475.91"
Manchester City Council,1011,Chief Executives,Works and associated costs for Land and Buildings,11/02/2025,5105975141,Streetspace Ltd,"£40,448.00"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908744569,Haven Power Ltd,"£40,298.83"
Manchester City Council,1000,Manchester Leisure,Professional Fees,25/02/2025,5105977490,Fieldway Supplies Ltd,"£40,209.32"
Manchester City Council,1012,Regeneration Finance,Professional fees,28/02/2025,5105978170,Jon Matthews Architects,"£40,000.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,07/02/2025,5105973888,Redacted Personal Information,"£39,965.88"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732694,BeKind Ltd,"£39,857.14"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£39,665.51"
Manchester City Council,1000,Manchester Leisure,Rents,14/02/2025,5105976090,Cromwood Ltd,"£39,663.99"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732670,Lifetime Opportunities Limited,"£39,414.29"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,03/02/2025,5105973778,Manchester Uni NHS Foundation Trust,"£38,956.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,11/02/2025,5105975057,JCT Travel Ltd,"£38,486.20"
Manchester City Council,1011,Chief Executives,Postage,27/02/2025,5105974422,Quadient Ltd (Credifon),"£38,401.36"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728742,Kids Unlimited,"£38,313.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,12/02/2025,5105975491,The Children'S Society Services Ltd,"£38,283.16"
Manchester City Council,1005,Adult Social Care,Home Care ,28/02/2025,5105976193,NHS GREATER MANCHESTER ICB,"£38,041.60"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,24/02/2025,5105976450,Warden Construction Ltd,"£37,945.89"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,20/02/2025,5105976969,Mantax Radio Taxis Ltd,"£37,740.27"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,11/02/2025,5105975115,MCR Blackcab Ltd,"£37,305.52"
Manchester City Council,1004,Childrens & Education Services,Catering,10/02/2025,5105973989,Dalkia Operations Limited,"£36,808.80"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732693,Oaktree Support Services Ltd,"£36,574.26"
