Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643710,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643720,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643722,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638693,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643716,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638691,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638692,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638689,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638688,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643725,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638682,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643723,Premier Care  Ltd,£687.68
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643719,Premier Care  Ltd,£687.68
Manchester City Council,Childrens & Education Services,Professional fees,19/11/2024,5105961021,Redacted Personal Information,£687.50
Manchester City Council,Childrens & Education Services,Home Care ,29/11/2024,1908657663,Randstad Solutions Ltd,£687.50
Manchester City Council,Childrens & Education Services,Electricity,14/11/2024,1908636992,Haven Power Ltd,£687.13
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646077,Redacted Personal Information,£687.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633807,Redacted Personal Information,£687.00
Manchester City Council,Chief Executives,Payments to Sub-Contractors,29/11/2024,5105962518,Redacted Personal Information,£686.85
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646500,Redacted Personal Information,£686.44
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633178,Redacted Personal Information,£686.44
Manchester City Council,Adult Social Care,Adult Placements,13/11/2024,1908634407,Redacted Personal Information,£686.40
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645864,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646447,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646444,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633720,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633706,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633993,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634099,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645989,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633431,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646456,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633455,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646452,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633787,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646453,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633701,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646451,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633687,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646440,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634002,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646454,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646455,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633712,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646457,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646442,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633627,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646443,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646449,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634039,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646287,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633767,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646450,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646448,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646445,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633986,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633717,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646446,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645846,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634013,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633483,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645862,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646441,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633555,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633991,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646186,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908634034,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633802,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633434,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633584,Redacted Personal Information,£686.00
Manchester City Council,Childrens & Education Services,Foster Payments,14/11/2024,1908635130,Redacted Personal Information,£685.60
Manchester City Council,Adult Social Care,Equipment,29/11/2024,5105962779,Drive Devilbiss Healthcare Ltd,£685.60
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640322,Be Caring Manchester,£684.25
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629167,Routes Healthcare (North) Ltd,£684.25
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640321,Be Caring Manchester,£684.25
Manchester City Council,Adult Social Care,Home Care ,27/11/2024,1908646845,Routes Healthcare (North) Ltd,£684.25
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908623900,Routes Healthcare (North) Ltd,£684.25
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643636,Routes Healthcare (North) Ltd,£684.25
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908630036,Enabling Futures Ltd,£683.63
Manchester City Council,Corporate Services,Gas,14/11/2024,1908636058,SEFE ENERGY Ltd,£683.55
Manchester City Council,Adult Social Care,ISF - Ind Bud ISF,14/11/2024,1908635155,Safe Hands Care & Support Svs Ltd,£683.00
Manchester City Council,Manchester Leisure,Gas,14/11/2024,1908636151,SEFE ENERGY Ltd,£682.85
Manchester City Council,Corporate Services,Gas,14/11/2024,1908636045,SEFE ENERGY Ltd,£682.25
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633896,Redacted Personal Information,£681.22
Manchester City Council,Manchester Leisure,Gas,14/11/2024,1908635975,SEFE ENERGY Ltd,£681.21
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,12/11/2024,5105959913,Diversity Travel Ltd,£681.06
Manchester City Council,Corporate Services,Removal and Storage of Furniture,29/11/2024,5105963387,BCL,£680.86
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646714,Redacted Personal Information,£680.57
Manchester City Council,Childrens & Education Services,Payments for services,13/11/2024,5105959831,My Ability Ltd,£680.40
Manchester City Council,Childrens & Education Services,Payments for services,11/11/2024,5105959518,A S K Healthcare Ltd,£680.00
Manchester City Council,Childrens & Education Services,Training and Development,08/11/2024,5105959043,Lancashire County Council,£680.00
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06/11/2024,5105958601,The Chatterbox Project,£680.00
Manchester City Council,Childrens & Education Services,Furniture,13/11/2024,5105960222,Eps Supplies Ltd,£679.93
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908636201,Haven Power Ltd,£679.11
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657620,Chrysalis Home Care Group Ltd,£678.50
Manchester City Council,Corporate Services,WPS Awards,20/11/2024,5105961224,Furniture Resource Centre Ltd,£678.23
Manchester City Council,Corporate Services,WPS Awards,26/11/2024,5105962491,Furniture Resource Centre Ltd,£678.23
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646166,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646727,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646363,Redacted Personal Information,£678.00
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22/11/2024,5105961907,Rainbow Surprise,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646324,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646131,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646334,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646169,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646459,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646227,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646474,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646212,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646176,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646215,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646318,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646494,Redacted Personal Information,£678.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646706,Redacted Personal Information,£678.00
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,07/11/2024,5105958785,MDBKA,£677.50
Manchester City Council,Childrens & Education Services,Payments for services,29/11/2024,5105962683,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,19/11/2024,5105961061,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958369,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958432,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,25/11/2024,5105962074,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958435,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958366,Reed Employment Plc,£677.40
Manchester City Council,Childrens & Education Services,Payments for services,06/11/2024,5105958370,Reed Employment Plc,£677.40
Manchester City Council,Chief Executives,Counsel Costs,04/11/2024,1908617581,Redacted Personal Information,£677.08
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908636763,Haven Power Ltd,£676.94
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645815,Redacted Personal Information,£676.82
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633155,Redacted Personal Information,£676.82
Manchester City Council,Corporate Services,Gas,14/11/2024,1908636153,SEFE ENERGY Ltd,£676.60
Manchester City Council,Childrens & Education Services,Payments for services,21/11/2024,5105961548,Fairfield Care Ltd,£676.28
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646405,Redacted Personal Information,£675.84
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633894,Redacted Personal Information,£675.84
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908637097,Haven Power Ltd,£675.66
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",29/11/2024,1908656392,BOOKING.COM,£675.00
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",29/11/2024,1908656643,BOOKING.COM,£675.00
Manchester City Council,Chief Executives,Counsel Costs,21/11/2024,5105961419,Redacted Personal Information,£675.00
Manchester City Council,Manchester Leisure,Service recharges,29/11/2024,5105962493,Veritas Safety Services Ltd,£675.00
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",29/11/2024,1908657204,BOOKING.COM,£675.00
Manchester City Council,Corporate Services,Professional Fees,12/11/2024,5105959282,Arcus Global Limited,£675.00
Manchester City Council,Childrens & Education Services,Payments for services,04/11/2024,5105957877,SENsational Tutors Ltd,£675.00
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636670,Haven Power Ltd,£673.51
Manchester City Council,Adult Social Care,Equipment,29/11/2024,5105963284,BIOtAK LTD,£672.30
Manchester City Council,Adult Social Care,ISF - Ind Bud ISF,14/11/2024,1908635153,Northstar Home Care Ltd,£672.20
Manchester City Council,Chief Executives,Printing,25/11/2024,5105961478,Browns CTP Ltd,£672.00
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,29/11/2024,5105962143,Pollock Lifts Ltd,£671.80
Manchester City Council,Manchester Leisure,Professional Fees,26/11/2024,5105962705,Daly Drains Ltd,£671.50
Manchester City Council,Manchester Leisure,Refuse Collection,29/11/2024,5105963581,GTS Steam Cleaners,£670.34
Manchester City Council,Highways Services,Professional Fees,25/11/2024,5105962139,Lighting Reality Ltd,£670.00
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643695,Meridian Health and Social Care Ltd,£669.53
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642386,Redacted Personal Information,£669.01
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646158,Redacted Personal Information,£669.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646255,Redacted Personal Information,£669.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646160,Redacted Personal Information,£669.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646268,Redacted Personal Information,£669.00
Manchester City Council,Childrens & Education Services,Childrens Allowances,27/11/2024,1908646159,Redacted Personal Information,£669.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629325,The Care Company Plus Ltd,£668.84
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633204,Redacted Personal Information,£667.92
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645838,Redacted Personal Information,£667.92
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643734,Bluebird Care (Manchester South),£667.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629481,Bluebird Care (Manchester South),£667.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638763,Bluebird Care (Manchester South),£667.00
Manchester City Council,Adult Social Care,Home Care ,15/11/2024,1908638091,Chrysalis Home Care Group Ltd,£667.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629520,Bluebird Care (Manchester South),£667.00
Manchester City Council,Adult Social Care,Home Care ,15/11/2024,1908638090,Chrysalis Home Care Group Ltd,£667.00
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629349,The Care Company Plus Ltd,£667.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638843,Northstar Home Care Ltd,£667.00
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646057,Redacted Personal Information,£666.90
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646037,Redacted Personal Information,£666.90
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633697,Redacted Personal Information,£666.90
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633673,Redacted Personal Information,£666.90
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633306,Redacted Personal Information,£666.26
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646432,Redacted Personal Information,£666.26
Manchester City Council,Environment and Operations,Construction Works,15/11/2024,5105958962,Rosgal Ltd,£666.19
Manchester City Council,Adult Social Care,Equipment,04/11/2024,5105957957,Drive Devilbiss Healthcare Ltd,£666.00
Manchester City Council,Adult Social Care,Supported Accommodation,04/11/2024,1908624140,Standwalk Ltd,£664.50
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,15/11/2024,1908638034,Great Minds Together Ltd,£664.33
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,15/11/2024,1908638033,Great Minds Together Ltd,£664.33
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633808,Redacted Personal Information,£663.96
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646078,Redacted Personal Information,£663.96
Manchester City Council,Regeneration Finance,Adult Placements,27/11/2024,1908647126,Redacted Personal Information,£663.52
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,21/11/2024,5105961737,MDBKA,£663.25
Manchester City Council,Childrens & Education Services,Home Care ,11/11/2024,5105959491,Staff Resources Ltd,£663.00
Manchester City Council,Regeneration Finance,Occupational Health services,14/11/2024,5105960162,Bennett Workplace Solutions Ltd,£663.00
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633902,Redacted Personal Information,£662.90
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646410,Redacted Personal Information,£662.90
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908636872,Haven Power Ltd,£661.89
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,26/11/2024,5105962505,Turnaround Publisher Servives Lt,£661.68
Manchester City Council,Corporate Services,Gas,21/11/2024,5105961734,Calor Gas Ltd,£661.50
Manchester City Council,Corporate Services,Travel,12/11/2024,5105959888,Diversity Travel Ltd,£660.96
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645863,Redacted Personal Information,£660.90
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633487,Redacted Personal Information,£660.90
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657620,Chrysalis Home Care Group Ltd,£660.87
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657622,Chrysalis Home Care Group Ltd,£660.87
Manchester City Council,Adult Social Care,Home Care ,15/11/2024,1908638090,Chrysalis Home Care Group Ltd,£660.87
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633212,Redacted Personal Information,£660.62
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645730,Redacted Personal Information,£660.62
Manchester City Council,Regeneration Finance,Home Care ,25/11/2024,1908643983,Brighter Beginnings Newton Heath,£660.00
Manchester City Council,Manchester Leisure,Furniture,25/11/2024,1908628856,OJ Value Properties Ltd,£660.00
Manchester City Council,Childrens & Education Services,Agency staff provision,29/11/2024,5105963447,Manchester Creche,£660.00
Manchester City Council,Chief Executives,Printing,01/11/2024,5105957829,Astra Signs,£660.00
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,28/11/2024,5105963420,Alliance Disposables Ltd,£659.66
Manchester City Council,Adult Social Care,Day Care Payments,19/11/2024,1908638478,Afro Carribean Care Group,£659.28
Manchester City Council,Manchester Leisure,Library Materials Acquisition,21/11/2024,1908639066,Askews and Holts,£658.94
Manchester City Council,Childrens & Education Services,Payments for services,18/11/2024,5105960766,HM Prison and Probation Service,£658.00
Manchester City Council,Corporate Services,Professional Fees,11/11/2024,5105957938,Keelagher Okey Associates Ltd t/a,£657.00
Manchester City Council,Childrens & Education Services,Foster Payments,01/11/2024,1908623119,Families@familycare Ltd,£656.97
Manchester City Council,Regeneration Finance,Electricity,14/11/2024,1908636818,Haven Power Ltd,£656.60
Manchester City Council,Adult Social Care,ISF - Ind Bud ISF,14/11/2024,1908635831,Time Specialist Support Ltd,£655.96
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624177,Reed Employment Plc,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635785,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635784,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635783,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635787,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635788,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635789,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,14/11/2024,1908635786,H.G. Care Services Ltd,£655.92
Manchester City Council,Adult Social Care,Home Care ,04/11/2024,1908624176,Reed Employment Plc,£655.92
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636803,Haven Power Ltd,£655.58
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629101,iCare Solutions Manchester Limit,£655.50
Manchester City Council,Chief Executives,Printing,07/11/2024,5105958734,Browns CTP Ltd,£655.00
Manchester City Council,Adult Social Care,Home Care ,19/11/2024,1908638697,Care Success Services Ltd,£654.90
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640353,AJ's Academy,£652.96
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640351,AJ's Academy,£652.96
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640368,AJ's Academy,£652.96
Manchester City Council,Adult Social Care,Day Care Payments,20/11/2024,1908640355,AJ's Academy,£652.96
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646519,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633508,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633541,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633570,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646528,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908645850,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633783,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646063,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,13/11/2024,1908633471,Redacted Personal Information,£652.10
Manchester City Council,Childrens & Education Services,Foster Payments,27/11/2024,1908646520,Redacted Personal Information,£652.10
Manchester City Council,Corporate Services,Building Materials for direct delivery,29/11/2024,5105961756,Stellar Network Solutions Ltd,£650.40
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22/11/2024,5105961901,Friends of Herristone Park,£650.00
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29/11/2024,5105961903,Lower Crumpsall Tenants & Res's Gr,£650.00
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,15/11/2024,1908638035,W.H. Services (Cheadle) Ltd,£650.00
Manchester City Council,Manchester Leisure,Equipment,13/11/2024,5105959101,RC Solutions CCTV & Pitch Care Ltd,£650.00
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22/11/2024,5105961900,Cleaner Crumpsall,£650.00
Manchester City Council,Chief Executives,Printing,05/11/2024,5105957788,Astra Signs,£650.00
Manchester City Council,Chief Executives,Counsel Costs,07/11/2024,1908625885,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,12/11/2024,1908630535,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,08/11/2024,1908627646,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908631930,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908637291,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,07/11/2024,1908624521,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,04/11/2024,1908617807,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,04/11/2024,1908617743,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,18/11/2024,5105960695,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,18/11/2024,5105960756,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908630637,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908631918,18 St John Street Chambers,£650.00
Manchester City Council,Corporate Services,Professional Fees,29/11/2024,5105959613,WSP UK Limited,£650.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20/11/2024,5105960968,Invasive Weeds Agency Ltd,£650.00
Manchester City Council,Childrens & Education Services,Professional fees,21/11/2024,5105961646,Manchester Settlement,£650.00
Manchester City Council,Chief Executives,Counsel Costs,21/11/2024,5105961418,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,21/11/2024,5105961434,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,21/11/2024,5105961460,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Counsel Costs,18/11/2024,5105960758,18 St John Street Chambers,£650.00
Manchester City Council,Adult Social Care,Home Care ,15/11/2024,1908638087,Care Quality Services Limited,£649.75
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,13/11/2024,5105959994,Moores Furniture Group Limited,£649.75
Manchester City Council,Corporate Services,WPS Awards,29/11/2024,5105961561,Furniture Resource Centre Ltd,£649.69
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631367,Manchester Steiner Ltd,£649.59
